fighter_name,first,last,nickname,height_cm,weight_lbs,reach_cm,stance,dob,url
Shi Ming,Shi,Ming,,157.5,115.0,152.4,Orthodox,1994-11-14,http://ufcstats.com/fighter-details/d683f4870742b273
Katsuyori Shibata,Katsuyori,Shibata,,182.9,168.0,,Orthodox,1979-11-17,http://ufcstats.com/fighter-details/d4da8995fc91e7ef
Jake Shields,Jake,Shields,,182.9,170.0,182.9,Orthodox,1979-01-09,http://ufcstats.com/fighter-details/fe435e440b5de0ff
Henrique Shiguemoto,Henrique,Shiguemoto,,180.3,185.0,182.9,Orthodox,1989-06-22,http://ufcstats.com/fighter-details/5d1700cfbaafbe06
Shunichi Shimizu,Shunichi,Shimizu,,165.1,135.0,,Orthodox,1985-01-31,http://ufcstats.com/fighter-details/10657c60ce349e0f
Youmin Shin,Youmin,Shin,,,135.0,,,,http://ufcstats.com/fighter-details/b94ac19bad67a389
Wade Shipp,Wade,Shipp,The Nightmare,190.5,245.0,,Orthodox,1975-02-09,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
Raja Shippen,Raja,Shippen,,167.6,145.0,,,1986-10-07,http://ufcstats.com/fighter-details/d9e1942637bd57a4
Yuya Shirai,Yuya,Shirai,,172.7,168.0,,Orthodox,1980-04-02,http://ufcstats.com/fighter-details/a79bfbc01b2264d6
Wes Shivers,Wes,Shivers,,203.2,,,,,http://ufcstats.com/fighter-details/ad863b0d57952c57
Alexander Shlemenko,Alexander,Shlemenko,Storm,180.3,185.0,,,1984-05-20,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
Josh Shockley,Josh,Shockley,,185.4,155.0,,Orthodox,1989-11-15,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
Josh Shockman,Josh,Shockman,The War Hammer,193.0,235.0,,Southpaw,1980-12-29,http://ufcstats.com/fighter-details/821cd80aab70d5f9
Akira Shoji,Akira,Shoji,,172.7,195.0,,Orthodox,1974-01-31,http://ufcstats.com/fighter-details/b0c95dc8e858452c
Liudvik Sholinian,Liudvik,Sholinian,Palmeyros,177.8,135.0,180.3,Orthodox,1990-01-20,http://ufcstats.com/fighter-details/1a54231796e24a3f
Jack Shore,Jack,Shore,Tank,172.7,145.0,180.3,Orthodox,1995-02-06,http://ufcstats.com/fighter-details/b8a85389d115e35a
Landon Showalter,Landon,Showalter,The Show,182.9,185.0,,,1976-06-14,http://ufcstats.com/fighter-details/35cc17760b06f36d
Ivan Shtyrkov,Ivan,Shtyrkov,Ural Hulk,182.9,205.0,188.0,Orthodox,1988-06-09,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
Brandon Shuey,Brandon,Shuey,Big Dawg,170.2,155.0,,Orthodox,1976-02-01,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
Ronal Siahaan,Ronal,Siahaan,Naga Sakti,170.2,125.0,180.3,Southpaw,1996-05-05,http://ufcstats.com/fighter-details/762226efa2b01654
Sam Sicilia,Sam,Sicilia,,172.7,145.0,170.2,Orthodox,1986-02-01,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Kiril Sidelnikov,Kiril,Sidelnikov,,180.3,230.0,,,1988-08-17,http://ufcstats.com/fighter-details/cf772fb504842dc3
Serhiy Sidey,Serhiy,Sidey,,180.3,135.0,182.9,Switch,1996-07-04,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
Steven Siler,Steven,Siler,Super,180.3,145.0,177.8,Orthodox,1987-02-15,http://ufcstats.com/fighter-details/d188a3b817860ec6
Siala Siliga,Siala,Siliga,Mighty Mo,185.4,290.0,,Orthodox,1970-10-08,http://ufcstats.com/fighter-details/3cf68c1d17f66af7
Xavier Siller,Xavier,Siller,Young Guns,165.1,125.0,,,1994-06-06,http://ufcstats.com/fighter-details/9a08c2753184ac6d
Assuerio Silva,Assuerio,Silva,,177.8,241.0,,Orthodox,1974-06-18,http://ufcstats.com/fighter-details/e091482fa6648261
Anderson Silva,Anderson,Silva,The Spider,188.0,185.0,195.6,Southpaw,1975-04-14,http://ufcstats.com/fighter-details/1f454354805b6f75
Wanderlei Silva,Wanderlei,Silva,The Axe Murderer,180.3,205.0,188.0,Orthodox,1976-07-03,http://ufcstats.com/fighter-details/a1f6999fe57236e0
Thiago Silva,Thiago,Silva,,188.0,205.0,188.0,Orthodox,1982-11-12,http://ufcstats.com/fighter-details/2924886ee9c4c527
Paulo Cesar Silva,Paulo Cesar,Silva,Giant,226.1,385.0,,Orthodox,1963-07-21,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
Jean Silva,Jean,Silva,White Bear,167.6,160.0,,Orthodox,1977-10-08,http://ufcstats.com/fighter-details/9211aae062b799d6
Edson Silva,Edson,Silva,Paredao,,205.0,,Orthodox,,http://ufcstats.com/fighter-details/a1153013cb5f628f
Sidney Silva,Sidney,Silva,,190.5,170.0,,Southpaw,1972-02-27,http://ufcstats.com/fighter-details/a6c32678efd4f434
Jay Silva,Jay,Silva,,188.0,185.0,,Southpaw,,http://ufcstats.com/fighter-details/53bb0d40905b87c0
Antonio Silva,Antonio,Silva,Bigfoot,193.0,264.0,208.3,Orthodox,1979-09-14,http://ufcstats.com/fighter-details/8349d55cdecd393a
Fabio Silva,Fabio,Silva,,180.3,205.0,,Orthodox,1982-03-31,http://ufcstats.com/fighter-details/2ba479b409011527
Erick Silva,Erick,Silva,,182.9,170.0,188.0,Orthodox,1984-06-21,http://ufcstats.com/fighter-details/5866fc86183a9fb8
Leandro Silva,Leandro,Silva,Buscape,175.3,155.0,182.9,Orthodox,1985-11-11,http://ufcstats.com/fighter-details/159da492e000afbf
Claudio Silva,Claudio,Silva,Hannibal,180.3,170.0,180.3,Southpaw,1982-09-06,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Wagner Silva,Wagner,Silva,Wagnao,182.9,170.0,,Orthodox,1987-02-07,http://ufcstats.com/fighter-details/fb79582c410d049e
Rafael Silva,Rafael,Silva,Morcego,170.2,135.0,,,1985-03-20,http://ufcstats.com/fighter-details/a31358d90d4bb40a
Joaquim Silva,Joaquim,Silva,Netto BJJ,172.7,155.0,175.3,Southpaw,1989-02-05,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Felipe Silva,Felipe,Silva,,182.9,155.0,195.6,Orthodox,1984-05-08,http://ufcstats.com/fighter-details/1b38a2b897f6209c
Dayana Silva,Dayana,Silva,,170.2,135.0,,Orthodox,1990-08-27,http://ufcstats.com/fighter-details/b19aecbfbb5508cc
Bruno Silva,Bruno,Silva,Bulldog,162.6,125.0,165.1,Orthodox,1990-03-16,http://ufcstats.com/fighter-details/294aa73dbf37d281
Bruno Silva,Bruno,Silva,Blindado,182.9,185.0,188.0,Orthodox,1989-07-13,http://ufcstats.com/fighter-details/12ebd7d157e91701
Gabriel Silva,Gabriel,Silva,,167.6,135.0,180.3,Orthodox,1994-08-26,http://ufcstats.com/fighter-details/002ca196477ce572
Jacob Silva,Jacob,Silva,Lil Animal,165.1,125.0,170.2,Orthodox,1988-02-23,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
Natalia Silva,Natalia,Silva,,162.6,125.0,165.1,Southpaw,1997-02-03,http://ufcstats.com/fighter-details/262d32ebda89efc4
Jansey Silva,Jansey,Silva,Jones,188.0,185.0,170.2,Orthodox,1995-05-30,http://ufcstats.com/fighter-details/0d09efd31eb9fadf
Maria Silva,Maria,Silva,Viuva Negra,160.0,115.0,162.6,Orthodox,1995-12-19,http://ufcstats.com/fighter-details/4408865b4e65e374
Karine Silva,Karine,Silva,Killer,165.1,125.0,170.2,Orthodox,1993-12-02,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Erik Silva,Erik,Silva,The King,175.3,145.0,180.3,Orthodox,1987-03-16,http://ufcstats.com/fighter-details/21b813b919776d90
Janaina Silva,Janaina,Silva,Jana-Iron-Hand,154.9,115.0,152.4,Orthodox,1992-02-16,http://ufcstats.com/fighter-details/4784a5b4a452464a
Jhonata Silva,Jhonata,Silva,,165.1,125.0,167.6,Orthodox,1997-04-24,http://ufcstats.com/fighter-details/4e33534d1e036444
Jean Silva,Jean,Silva,Lord,170.2,145.0,175.3,Orthodox,1996-12-27,http://ufcstats.com/fighter-details/52ef95b5860fb28c
Danny Silva,Danny,Silva,El Puma,180.3,145.0,177.8,Switch,1997-01-30,http://ufcstats.com/fighter-details/d964a59c48381cb6
Frank Silva,Frank,Silva,De Black,,125.0,,,2004-08-25,http://ufcstats.com/fighter-details/79f60d34ad48d7a3
Samuel Silva,Samuel,Silva,Caveira,182.9,155.0,182.9,Orthodox,1996-01-02,http://ufcstats.com/fighter-details/04e0507b94014dbb
Douglas Silva de Andrade,Douglas,Silva de Andrade,D Silva,170.2,135.0,172.7,Orthodox,1985-06-22,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Leonardo Silva de Oliveira,Leonardo,Silva de Oliveira,Cabecao,188.0,185.0,,Orthodox,1992-04-23,http://ufcstats.com/fighter-details/28e088bbcaaa6366
Marcus Silveira,Marcus,Silveira,Conan,190.5,242.0,,Orthodox,,http://ufcstats.com/fighter-details/f717b6002486f73f
Elias Silverio,Elias,Silverio,Xuxu,180.3,155.0,185.4,Orthodox,1986-09-22,http://ufcstats.com/fighter-details/52ba464d9068d871
Sim Kai Xiong,Sim,Kai Xiong,Kobra,167.6,135.0,170.2,Orthodox,1997-09-06,http://ufcstats.com/fighter-details/79e2cb1e813f881b
Jamey Simmons,Jamey,Simmons,The Afro Samurai,167.6,135.0,177.8,Orthodox,1992-09-11,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
Ricky Simon,Ricky,Simon,,167.6,135.0,175.3,Orthodox,1992-08-31,http://ufcstats.com/fighter-details/5987b2458f4b5290
Aaron Simpson,Aaron,Simpson,A-Train,182.9,170.0,185.4,Orthodox,1974-07-20,http://ufcstats.com/fighter-details/d5f820c11a121050
Wes Sims,Wes,Sims,The Project,208.3,260.0,,Orthodox,1979-08-04,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Marlon Sims,Marlon,Sims,,,170.0,,,,http://ufcstats.com/fighter-details/9eedac48b497de5a
Tony Sims,Tony,Sims,,180.3,155.0,177.8,Southpaw,1985-10-14,http://ufcstats.com/fighter-details/57bad6a84230f0c9
Everett Sims,Everett,Sims,Sexual Chocolate,195.6,260.0,195.6,Southpaw,1988-09-04,http://ufcstats.com/fighter-details/59c6d5af765df641
Lodune Sincaid,Lodune,Sincaid,,175.3,185.0,,Orthodox,1973-05-07,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Rob Sinclair,Rob,Sinclair,,172.7,155.0,,,1980-02-20,http://ufcstats.com/fighter-details/3b65c9dd39741bc4
Rory Singer,Rory,Singer,Outburst,188.0,185.0,195.6,Orthodox,1976-05-28,http://ufcstats.com/fighter-details/546015aa2ad945fd
Rana Rudra Pratap Singh,Rana Rudra Pratap,Singh,Ashwathama,177.8,135.0,175.3,Orthodox,1997-05-09,http://ufcstats.com/fighter-details/254ed71756cfd18c
Kiran Singh,Kiran,Singh,Stubborn,154.9,115.0,165.1,Orthodox,2000-07-25,http://ufcstats.com/fighter-details/f985ca2370a37078
Elvis Sinosic,Elvis,Sinosic,The King of Rock n' Rumble,190.5,205.0,195.6,Orthodox,1971-02-13,http://ufcstats.com/fighter-details/817e0bdf08efce2e
Mitchell Sipe,Mitchell,Sipe,No Dice,188.0,245.0,,Orthodox,1996-04-09,http://ufcstats.com/fighter-details/71ef1111bf829b82
Gian Siqueira,Gian,Siqueira,Pitbull,185.4,170.0,188.0,Orthodox,1994-06-23,http://ufcstats.com/fighter-details/a46fdda658fee832
Jamie Siraj,Jamie,Siraj,The Gremlin,,145.0,,,1994-06-28,http://ufcstats.com/fighter-details/e6679e38e7fab7a8
Jeremia Siregar,Jeremia,Siregar,The Teacher,157.5,125.0,160.0,Orthodox,1991-07-27,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
AJ Siscoe,AJ,Siscoe,Let's Go,170.2,135.0,,,,http://ufcstats.com/fighter-details/fce9b4056a8ef559
Yokthai Sithoar,Yokthai,Sithoar,,170.2,143.0,,,1974-12-25,http://ufcstats.com/fighter-details/436cdea7bdfdc016
Jeri Sitzes,Jeri,Sitzes,,165.1,125.0,,,,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
Dennis Siver,Dennis,Siver,,167.6,145.0,177.8,Orthodox,1979-01-13,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Chas Skelly,Chas,Skelly,The Scrapper,180.3,145.0,182.9,Orthodox,1985-05-11,http://ufcstats.com/fighter-details/4bd6b4800070b069
Matt Skelton,Matt,Skelton,,190.5,265.0,,Orthodox,1967-01-23,http://ufcstats.com/fighter-details/caced97768818230
Zach Skinner,Zach,Skinner,,167.6,145.0,,Orthodox,,http://ufcstats.com/fighter-details/c337c3c85b1871e0
Brian Sleeman,Brian,Sleeman,,172.7,185.0,,,,http://ufcstats.com/fighter-details/9db861c26b63daa8
Joe Slick,Joe,Slick,,182.9,199.0,,Orthodox,1977-10-17,http://ufcstats.com/fighter-details/80e6d71e14c1d356
Ray Sloan,Ray,Sloan,,185.4,205.0,,,1985-07-14,http://ufcstats.com/fighter-details/a2d1d3d144fed708
Kestutis Smirnovas,Kestutis,Smirnovas,,177.8,200.0,,Orthodox,,http://ufcstats.com/fighter-details/1979c80150f630c4
Maurice Smith,Maurice,Smith,,188.0,221.0,,Orthodox,1961-12-13,http://ufcstats.com/fighter-details/33e33d51f289d2a1
Patrick Smith,Patrick,Smith,,188.0,225.0,,Orthodox,1963-08-28,http://ufcstats.com/fighter-details/46c8ec317aff28ac
Scott Smith,Scott,Smith,Hands of Steel,182.9,185.0,177.8,Orthodox,1979-05-21,http://ufcstats.com/fighter-details/3410cf010558dc8b
Eric Smith,Eric,Smith,,,,,Southpaw,,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
Josh Smith,Josh,Smith,,182.9,155.0,,Orthodox,1982-07-02,http://ufcstats.com/fighter-details/f626aa1c85f8af03
David Smith,David,Smith,,,155.0,,,,http://ufcstats.com/fighter-details/e955046551f8c7dd
Adam Smith,Adam,Smith,,,,,,,http://ufcstats.com/fighter-details/754968e325d6f60d
Dillon Smith,Dillon,Smith,,182.9,170.0,,,,http://ufcstats.com/fighter-details/ffee353f55e3aa2c
Trevor Smith,Trevor,Smith,Hot Sauce,190.5,185.0,190.5,Orthodox,1981-01-05,http://ufcstats.com/fighter-details/f797f0c57a83353e
Anthony Smith,Anthony,Smith,Lionheart,193.0,205.0,193.0,Orthodox,1988-07-26,http://ufcstats.com/fighter-details/d4c9dcd330403612
Colton Smith,Colton,Smith,,182.9,155.0,180.3,Orthodox,1987-08-14,http://ufcstats.com/fighter-details/2e25c1d983c26311
Gilbert Smith,Gilbert,Smith,,175.3,185.0,,Southpaw,1981-10-19,http://ufcstats.com/fighter-details/54ed8dc6f8c31207
Leslie Smith,Leslie,Smith,The Peacemaker,175.3,135.0,167.6,Orthodox,1982-08-17,http://ufcstats.com/fighter-details/76984112f697631f
Devonte Smith,Devonte,Smith,King Kage,175.3,155.0,193.0,Orthodox,1993-07-30,http://ufcstats.com/fighter-details/207773daeb4afa7b
Cole Smith,Cole,Smith,The Cole Train,180.3,135.0,170.2,Orthodox,1989-04-05,http://ufcstats.com/fighter-details/56709e66f1c6008f
Nate Smith,Nate,Smith,The Savage,167.6,125.0,175.3,Switch,1995-04-09,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea
Braxton Smith,Braxton,Smith,The Beautiful Monster,180.3,257.0,182.9,Orthodox,1990-01-01,http://ufcstats.com/fighter-details/eaa9402e5a7990ad
Elijah Smith,Elijah,Smith,Swift,175.3,135.0,180.3,Orthodox,2002-09-05,http://ufcstats.com/fighter-details/7478b7f959ba61f5
Jacobe Smith,Jacobe,Smith,Cobe,177.8,170.0,182.9,Southpaw,1996-01-17,http://ufcstats.com/fighter-details/85497ffd934ecf7e
Hunter Smith,Hunter,Smith,Headshot,,155.0,,,1998-10-27,http://ufcstats.com/fighter-details/c3217a727e43b0cd
Walter Smith-Cotito,Walter,Smith-Cotito,,172.7,135.0,,,,http://ufcstats.com/fighter-details/625b65b45c1c6888
Justin Smitley,Justin,Smitley,,,145.0,,,,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa
Dmitrii Smoliakov,Dmitrii,Smoliakov,The Lifeguard,188.0,253.0,188.0,Switch,1982-08-05,http://ufcstats.com/fighter-details/75afb06215a07341
Louis Smolka,Louis,Smolka,Da Last Samurai,175.3,135.0,172.7,Orthodox,1991-07-16,http://ufcstats.com/fighter-details/d2bc285ead803db0
Cameron Smotherman,Cameron,Smotherman,The Baby-Faced Killa,175.3,135.0,175.3,Orthodox,1997-09-17,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
Shimon Smotritsky,Shimon,Smotritsky,The Assassin,188.0,170.0,188.0,Orthodox,2000-08-22,http://ufcstats.com/fighter-details/1b0491ef0f9c965e
Richie Smullen,Richie,Smullen,,175.3,155.0,172.7,Orthodox,1991-08-17,http://ufcstats.com/fighter-details/f75c5ca0d91b9115
Devin Smyth,Devin,Smyth,,177.8,170.0,182.9,Switch,1995-07-21,http://ufcstats.com/fighter-details/7684c8137b4545ba
Denis Sobolev,Denis,Sobolev,,190.5,216.0,,Orthodox,,http://ufcstats.com/fighter-details/03b1e846b09f721d
Peter Sobotta,Peter,Sobotta,,182.9,170.0,190.5,Southpaw,1987-01-11,http://ufcstats.com/fighter-details/1fcfc3709fe58151
Renato Sobral,Renato,Sobral,Babalu,185.4,205.0,190.5,Orthodox,1975-09-07,http://ufcstats.com/fighter-details/d468288756ae3982
Rameau Thierry Sokoudjou,Rameau Thierry,Sokoudjou,The African Assassin,177.8,205.0,198.1,Orthodox,1984-04-18,http://ufcstats.com/fighter-details/d1152823307d7e7c
Axel Sola,Axel,Sola,,188.0,170.0,188.0,Southpaw,1997-09-17,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb
Alexander Soldatkin,Alexander,Soldatkin,,188.0,250.0,190.5,Orthodox,1993-06-10,http://ufcstats.com/fighter-details/f1451d605bad178e
Joe Solecki,Joe,Solecki,,175.3,155.0,177.8,Orthodox,1993-08-27,http://ufcstats.com/fighter-details/af65aa688d13eedf
Chris Solomon,Chris,Solomon,,180.3,155.0,,,,http://ufcstats.com/fighter-details/324c7a749128df8d
Joe Son,Joe,Son,,162.6,236.0,,Orthodox,1970-11-22,http://ufcstats.com/fighter-details/83b743fedde154fb
Paul Song,Paul,Song,,,185.0,,,,http://ufcstats.com/fighter-details/9775eabcb1be1a00
Song Kenan,Song,Kenan,The Assassin,182.9,170.0,180.3,Orthodox,1990-03-10,http://ufcstats.com/fighter-details/32490e80ddab1e5a
Song Yadong,Song,Yadong,Kung Fu Kid,172.7,135.0,170.2,Orthodox,1997-12-02,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
YoungJae Song,YoungJae,Song,Super Rookie,170.2,145.0,177.8,Orthodox,1996-01-03,http://ufcstats.com/fighter-details/0efb0d4ebb950fcb
Hyeonjong Song,Hyeonjong,Song,,,135.0,,,2002-04-23,http://ufcstats.com/fighter-details/c5dc1bf9b78f262c
Emrah Sonmez,Emrah,Sonmez,Anatolian Wolf,177.8,145.0,180.3,Orthodox,1992-06-26,http://ufcstats.com/fighter-details/fe759b24e344d7eb
Chael Sonnen,Chael,Sonnen,,185.4,205.0,185.4,Southpaw,1977-04-03,http://ufcstats.com/fighter-details/48d1f690b763934c
Cody Sons,Cody,Sons,,175.3,205.0,,,,http://ufcstats.com/fighter-details/3324129f3745b300
Jin Soo Son,Jin,Soo Son,,167.6,135.0,175.3,Orthodox,1993-04-01,http://ufcstats.com/fighter-details/7c9c6a884be167fe
Benardo Sopaj,Benardo,Sopaj,Lion King,167.6,135.0,167.6,Orthodox,2000-09-25,http://ufcstats.com/fighter-details/b6c37948cb226e8c
Emiliano Sordi,Emiliano,Sordi,He-Man,188.0,205.0,,Orthodox,1991-02-15,http://ufcstats.com/fighter-details/4c9b84d559822830
Sean Soriano,Sean,Soriano,,175.3,145.0,177.8,Orthodox,1989-10-06,http://ufcstats.com/fighter-details/bd5403efbaa445c0
Punahele Soriano,Punahele,Soriano,Puna,180.3,170.0,182.9,Southpaw,1992-11-22,http://ufcstats.com/fighter-details/64facb6cc564262d
Hecher Sosa,Hecher,Sosa,Guanche Warrior,175.3,135.0,177.8,Orthodox,1995-08-25,http://ufcstats.com/fighter-details/ec3bd30378d63dd1
Dmitry Sosnovskiy,Dmitry,Sosnovskiy,Wicked Machine,190.5,240.0,195.6,Orthodox,1989-07-06,http://ufcstats.com/fighter-details/85ff1b9471d35238
Ben Sosoli,Ben,Sosoli,Combat Wombat,182.9,265.0,182.9,Southpaw,1989-12-10,http://ufcstats.com/fighter-details/326f94d6cfb1bf25
Krzysztof Soszynski,Krzysztof,Soszynski,The Polish Experiment,185.4,205.0,195.6,Open Stance,1977-08-02,http://ufcstats.com/fighter-details/59583ff832fe9d68
George Sotiropoulos,George,Sotiropoulos,,177.8,155.0,180.3,Orthodox,1977-07-09,http://ufcstats.com/fighter-details/896c322f56b8be5a
Greg Soto,Greg,Soto,,180.3,170.0,185.4,Orthodox,1986-06-03,http://ufcstats.com/fighter-details/9c669abd35b2522f
Alex Soto,Alex,Soto,Extremo,172.7,135.0,,Southpaw,1984-02-15,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d
Joe Soto,Joe,Soto,One Bad Mofo,167.6,135.0,165.1,Orthodox,1987-03-22,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
Mario Soto,Mario,Soto,Dr. Mario,182.9,145.0,,,,http://ufcstats.com/fighter-details/cac3aaa66c20bee1
Andre Soukhamthath,Andre,Soukhamthath,The Asian Sensation,175.3,135.0,177.8,Orthodox,1988-10-23,http://ufcstats.com/fighter-details/d0e50a3d1b250708
Mario Sousa,Mario,Sousa,Coracao Valente,190.5,185.0,200.7,Orthodox,1996-10-20,http://ufcstats.com/fighter-details/72782745eb47161a
Manoel Sousa,Manoel,Sousa,Manumito,175.3,155.0,177.8,Orthodox,1997-06-04,http://ufcstats.com/fighter-details/5870c541798124ae
Bobby Southworth,Bobby,Southworth,,188.0,205.0,,Orthodox,1969-12-16,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Jacare Souza,Jacare,Souza,,185.4,185.0,182.9,Orthodox,1979-12-07,http://ufcstats.com/fighter-details/7a703c565ccaa18f
Edimilson Souza,Edimilson,Souza,Kevin,182.9,145.0,188.0,Orthodox,1984-10-17,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
Livinha Souza,Livinha,Souza,The Brazilian Gangsta,160.0,115.0,160.0,Orthodox,1991-03-11,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Bruno Souza,Bruno,Souza,The Tiger,177.8,145.0,177.8,Orthodox,1996-03-07,http://ufcstats.com/fighter-details/0e5c4e72237461bb
Jose Souza,Jose,Souza,Canela,190.5,170.0,200.7,Orthodox,2002-05-23,http://ufcstats.com/fighter-details/20a0e4cc5227c117
Ketlen Souza,Ketlen,Souza,Esquentadinha,160.0,115.0,160.0,Orthodox,1994-08-18,http://ufcstats.com/fighter-details/8bd4200561c77a62
Heraldo Souza,Heraldo,Souza,Savage,180.3,185.0,185.4,Orthodox,1994-12-15,http://ufcstats.com/fighter-details/22b43be04d7454d0
Charon Spain,Charon,Spain,,175.3,155.0,,,1988-03-11,http://ufcstats.com/fighter-details/c278e8843b8abfec
Chris Spang,Chris,Spang,The Kiss,188.0,170.0,,Orthodox,1987-11-26,http://ufcstats.com/fighter-details/411d012af19ecb59
Andreas Spang,Andreas,Spang,Sweet Swede,185.4,185.0,,,1978-11-07,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525
Ryan Spann,Ryan,Spann,Superman,195.6,205.0,200.7,Orthodox,1991-08-24,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Ron Sparks,Ron,Sparks,The Monster,195.6,265.0,,,,http://ufcstats.com/fighter-details/743fd9080892501d
Marina Spasic,Marina,Spasic,Maki Beki,,115.0,,,1994-07-11,http://ufcstats.com/fighter-details/5847c1a960bb23af
Tommy Speer,Tommy,Speer,,177.8,170.0,180.3,Orthodox,1984-08-20,http://ufcstats.com/fighter-details/1411c630ba711b64
Patrick Speight,Patrick,Speight,,185.4,170.0,,Orthodox,,http://ufcstats.com/fighter-details/ae4650eb56ab6a11
Sean Spencer,Sean,Spencer,Black Magic,177.8,170.0,188.0,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/ab850a77a0fa487d
Felicia Spencer,Felicia,Spencer,FeeNom,167.6,145.0,172.7,Orthodox,1990-11-29,http://ufcstats.com/fighter-details/39d91e95949de3d9
Sam Spengler,Sam,Spengler,The Ram,180.3,185.0,,Orthodox,,http://ufcstats.com/fighter-details/221b2a3070c7ce3e
Nick Sperling,Nick,Sperling,,,135.0,,,,http://ufcstats.com/fighter-details/7d68f3bec89e08ec
Mario Sperry,Mario,Sperry,Zen Machine,188.0,205.0,,Orthodox,1966-09-28,http://ufcstats.com/fighter-details/5f2197acaba7d5ef
Eric Spicely,Eric,Spicely,Zebrinha,185.4,185.0,185.4,Orthodox,1986-09-29,http://ufcstats.com/fighter-details/b9664eae2ac75262
Waachiim Spiritwolf,Waachiim,Spiritwolf,Native Warrior,172.7,170.0,,,,http://ufcstats.com/fighter-details/71caa995674203aa
Daniel Spitz,Daniel,Spitz,,200.7,245.0,208.3,Orthodox,1990-07-31,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Serghei Spivac,Serghei,Spivac,Polar Bear,190.5,260.0,198.1,Orthodox,1995-01-24,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Daniel Spohn,Daniel,Spohn,Dragon,193.0,205.0,200.7,Southpaw,1984-10-12,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Pete Spratt,Pete,Spratt,The Secret Weapon,175.3,170.0,,Orthodox,1971-01-09,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Austin Springer,Austin,Springer,,172.7,145.0,180.3,Orthodox,1987-05-12,http://ufcstats.com/fighter-details/37cc294027f55e4d
Georges St-Pierre,Georges,St-Pierre,Rush,180.3,185.0,193.0,Orthodox,1981-05-19,http://ufcstats.com/fighter-details/6506c1d34da9c013
Bobby Stack,Bobby,Stack,,175.3,155.0,,Orthodox,,http://ufcstats.com/fighter-details/6436029b50a9c255
Andreas Stahl,Andreas,Stahl,Real Steel,180.3,170.0,,Orthodox,1988-05-20,http://ufcstats.com/fighter-details/69a400af4420cd6a
Ron Stallings,Ron,Stallings,The Choir Boy,188.0,170.0,190.5,Southpaw,1983-01-25,http://ufcstats.com/fighter-details/6dd758d34da8d254
Cody Stamann,Cody,Stamann,The Spartan,167.6,135.0,162.6,Orthodox,1989-11-09,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Cristina Stanciu,Cristina,Stanciu,Barbie,160.0,115.0,,Orthodox,1994-03-29,http://ufcstats.com/fighter-details/175852708cb55776
Brian Stann,Brian,Stann,All American,185.4,205.0,188.0,Orthodox,1980-09-24,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh Stansbury,Josh,Stansbury,The Sandman,188.0,205.0,188.0,Orthodox,1984-11-19,http://ufcstats.com/fighter-details/30ea504870f8597b
Dion Staring,Dion,Staring,Soldier,185.4,235.0,,Orthodox,1978-06-09,http://ufcstats.com/fighter-details/289a57039d742bfe
Lucas Stark,Lucas,Stark,,,155.0,,,,http://ufcstats.com/fighter-details/93e4754d0984c82f
Clifford Starks,Clifford,Starks,,182.9,185.0,198.1,Orthodox,1981-04-25,http://ufcstats.com/fighter-details/5abf827d62f98fee
