event_name,event_date,location,bout,fighter_a,fighter_b,winner,outcome_a,outcome_b,weight_class,method,finish_round,finish_time,time_format,referee,fight_url
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Jose Aldo vs. Kenny Florian,Jose Aldo,Kenny Florian,Jose Aldo,W,L,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/21d2958e13389511
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Chael Sonnen vs. Brian Stann,Chael Sonnen,Brian Stann,Chael Sonnen,W,L,Middleweight Bout,Submission,2,3:51,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/63ee688385bf7c69
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Melvin Guillard vs. Joe Lauzon,Melvin Guillard,Joe Lauzon,Joe Lauzon,L,W,Lightweight Bout,Submission,1,0:47,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/a369d5ca5aef8b25
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Zhang Tiequan vs. Darren Elkins,Zhang Tiequan,Darren Elkins,Darren Elkins,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/a730a20ab0c61499
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Anthony Pettis vs. Jeremy Stephens,Anthony Pettis,Jeremy Stephens,Anthony Pettis,W,L,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/24d92c89c893db42
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Joey Beltran vs. Stipe Miocic,Joey Beltran,Stipe Miocic,Stipe Miocic,L,W,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/9274af24eb96e4b1
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Steve Cantwell vs. Mike Massenzio,Steve Cantwell,Mike Massenzio,Mike Massenzio,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/14b450e4ff3c5b97
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Demian Maia vs. Jorge Santiago,Demian Maia,Jorge Santiago,Demian Maia,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/5f4284409503d874
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Aaron Simpson vs. Eric Schafer,Aaron Simpson,Eric Schafer,Aaron Simpson,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/b16534d6bb279b2a
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Hatsu Hioki vs. George Roop,Hatsu Hioki,George Roop,Hatsu Hioki,W,L,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/040f9c9b470f3e6b
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",BJ Penn vs. Nick Diaz,BJ Penn,Nick Diaz,Nick Diaz,L,W,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/0583a3d402bed6e4
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Cheick Kongo vs. Matt Mitrione,Cheick Kongo,Matt Mitrione,Cheick Kongo,W,L,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ce05150d524a1829
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Mirko Filipovic vs. Roy Nelson,Mirko Filipovic,Roy Nelson,Roy Nelson,L,W,Heavyweight Bout,KO/TKO,3,1:30,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/9574c1ed9ad25816
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Scott Jorgensen vs. Jeff Curran,Scott Jorgensen,Jeff Curran,Scott Jorgensen,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/332432834ece3bc7
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Dennis Siver vs. Donald Cerrone,Dennis Siver,Donald Cerrone,Donald Cerrone,L,W,Lightweight Bout,Submission,1,2:22,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f141416b02a31f4e
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Brandon Vera vs. Eliot Marshall,Brandon Vera,Eliot Marshall,Brandon Vera,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/3ce9fb5e3bdee7b0
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Ramsey Nijem vs. Danny Downes,Ramsey Nijem,Danny Downes,Ramsey Nijem,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/baf123a5b5fc674c
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Chris Camozzi vs. Francis Carmont,Chris Camozzi,Francis Carmont,Francis Carmont,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f19a56ecc6c150e3
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Dustin Jacoby vs. Clifford Starks,Dustin Jacoby,Clifford Starks,Clifford Starks,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/1a28928b8d7b4c11
UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Tyson Griffin vs. Bart Palaszewski,Tyson Griffin,Bart Palaszewski,Bart Palaszewski,L,W,Featherweight Bout,KO/TKO,1,2:45,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/8aefe4de7a490de6
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Chris Leben vs. Mark Munoz,Chris Leben,Mark Munoz,Mark Munoz,L,W,Middleweight Bout,KO/TKO,2,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/3fad8fd8b6e4465d
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Brad Pickett vs. Renan Barao,Brad Pickett,Renan Barao,Renan Barao,L,W,Bantamweight Bout,Submission,1,4:09,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/3ca05de15ddd658b
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Thiago Alves vs. Papy Abedi,Thiago Alves,Papy Abedi,Thiago Alves,W,L,Welterweight Bout,Submission,1,3:32,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/30d0cab706e43838
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Cyrille Diabate vs. Anthony Perosh,Cyrille Diabate,Anthony Perosh,Anthony Perosh,L,W,Light Heavyweight Bout,Submission,2,3:09,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/da876a1ab4b8eb48
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Terry Etim vs. Edward Faaloloto,Terry Etim,Edward Faaloloto,Terry Etim,W,L,Lightweight Bout,Submission,1,0:17,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/92030ef8b5796b0a
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",John Maguire vs. Justin Edwards,John Maguire,Justin Edwards,John Maguire,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/e623355d7f897b92
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Rob Broughton vs. Philip De Fries,Rob Broughton,Philip De Fries,Philip De Fries,L,W,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b7799cdf8a6470ea
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Michihiro Omigawa vs. Jason Young,Michihiro Omigawa,Jason Young,Michihiro Omigawa,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/77862f580ce9bca8
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Chris Cope vs. Che Mills,Chris Cope,Che Mills,Che Mills,L,W,Welterweight Bout,KO/TKO,1,0:40,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7360ec204d4e0e10
UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",Chris Cariaso vs. Vaughan Lee,Chris Cariaso,Vaughan Lee,Chris Cariaso,W,L,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/3ed2190f1d604432
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Cain Velasquez vs. Junior Dos Santos,Cain Velasquez,Junior Dos Santos,Junior Dos Santos,L,W,UFC Heavyweight Title Bout,KO/TKO,1,1:04,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/78294f5d5e0f2b13
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Clay Guida vs. Benson Henderson,Clay Guida,Benson Henderson,Benson Henderson,L,W,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5254658d4e4126c9
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Dustin Poirier vs. Pablo Garza,Dustin Poirier,Pablo Garza,Dustin Poirier,W,L,Featherweight Bout,Submission,2,1:32,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/db690563ae7fa070
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Cub Swanson vs. Ricardo Lamas,Cub Swanson,Ricardo Lamas,Ricardo Lamas,L,W,Featherweight Bout,Submission,2,2:16,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/0f22781ab4635414
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Aaron Rosa vs. Matt Lucas,Aaron Rosa,Matt Lucas,Aaron Rosa,W,L,Light Heavyweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/48c6c45d9628bb79
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Norifumi Yamamoto vs. Darren Uyenoyama,Norifumi Yamamoto,Darren Uyenoyama,Darren Uyenoyama,L,W,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/f0666193c544be4a
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Mackens Semerzier vs. Robert Peralta,Mackens Semerzier,Robert Peralta,,NC,NC,Featherweight Bout,Overturned,3,1:54,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/8208afe1e52b02e9
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Alex Caceres vs. Cole Escovedo,Alex Caceres,Cole Escovedo,Alex Caceres,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/9eed1b277c76f576
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",Mike Pierce vs. Paul Bradley,Mike Pierce,Paul Bradley,Mike Pierce,W,L,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/42a353676554ecf2
UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",DaMarques Johnson vs. Clay Harvison,DaMarques Johnson,Clay Harvison,DaMarques Johnson,W,L,Welterweight Bout,KO/TKO,1,1:34,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/bc7743819590b193
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Mauricio Rua vs. Dan Henderson,Mauricio Rua,Dan Henderson,Dan Henderson,L,W,Light Heavyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/206db35805bb83dc
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Wanderlei Silva vs. Cung Le,Wanderlei Silva,Cung Le,Wanderlei Silva,W,L,Middleweight Bout,KO/TKO,2,4:49,3 Rnd (5-5-5),Dan Stell,http://ufcstats.com/fight-details/30c574f33700010a
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Urijah Faber vs. Brian Bowles,Urijah Faber,Brian Bowles,Urijah Faber,W,L,Bantamweight Bout,Submission,2,1:27,3 Rnd (5-5-5),Jason McCoy,http://ufcstats.com/fight-details/73fd4982ef7aae44
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Rick Story vs. Martin Kampmann,Rick Story,Martin Kampmann,Martin Kampmann,L,W,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/89820fae001dd151
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Stephan Bonnar vs. Kyle Kingsbury,Stephan Bonnar,Kyle Kingsbury,Stephan Bonnar,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Stell,http://ufcstats.com/fight-details/50ffbc85d3c50604
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Tom Lawlor vs. Chris Weidman,Tom Lawlor,Chris Weidman,Chris Weidman,L,W,Middleweight Bout,Submission,1,2:07,3 Rnd (5-5-5),Dan Stell,http://ufcstats.com/fight-details/f754d17d5047d536
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Michael McDonald vs. Alex Soto,Michael McDonald,Alex Soto,Michael McDonald,W,L,Bantamweight Bout,KO/TKO,1,0:56,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/52f77a9f9eb66ab7
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Gleison Tibau vs. Rafael Dos Anjos,Gleison Tibau,Rafael Dos Anjos,Gleison Tibau,W,L,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason McCoy,http://ufcstats.com/fight-details/a117805ab030b194
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Miguel Torres vs. Nick Pace,Miguel Torres,Nick Pace,Miguel Torres,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/10f54096561f587d
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Matt Brown vs. Seth Baczynski,Matt Brown,Seth Baczynski,Seth Baczynski,L,W,Welterweight Bout,Submission,2,0:42,3 Rnd (5-5-5),Dan Stell,http://ufcstats.com/fight-details/421842986f10851e
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Danny Castillo vs. Shamar Bailey,Danny Castillo,Shamar Bailey,Danny Castillo,W,L,Lightweight Bout,KO/TKO,1,4:52,3 Rnd (5-5-5),Jason McCoy,http://ufcstats.com/fight-details/39e7bb2a0842b8a1
UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",Ryan Bader vs. Jason Brilz,Ryan Bader,Jason Brilz,Ryan Bader,W,L,Light Heavyweight Bout,KO/TKO,1,1:17,3 Rnd (5-5-5),Jason McCoy,http://ufcstats.com/fight-details/2f5ced39b8208e46
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Michael Bisping vs. Jason Miller,Michael Bisping,Jason Miller,Michael Bisping,W,L,Middleweight Bout,KO/TKO,3,3:34,5 Rnd (5-5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/f182b13c6e07dfb1
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Diego Brandao vs. Dennis Bermudez,Diego Brandao,Dennis Bermudez,Diego Brandao,W,L,Ultimate Fighter 14 Featherweight Tournament Title Bout,Submission,1,4:51,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/6e85d8d17c3eed58
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",TJ Dillashaw vs. John Dodson,TJ Dillashaw,John Dodson,John Dodson,L,W,Ultimate Fighter 14 Bantamweight Tournament Title Bout,KO/TKO,1,1:54,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/9a3908ab337c5f3f
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Tony Ferguson vs. Yves Edwards,Tony Ferguson,Yves Edwards,Tony Ferguson,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/381b2df85ac06615
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Louis Gaudinot vs. Johnny Bedford,Louis Gaudinot,Johnny Bedford,Johnny Bedford,L,W,Bantamweight Bout,KO/TKO,3,1:58,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/25783a9abbfee4fc
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Marcus Brimage vs. Stephen Bass,Marcus Brimage,Stephen Bass,Marcus Brimage,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/9821faf6a5d6fd0d
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Dustin Pague vs. John Albert,Dustin Pague,John Albert,John Albert,L,W,Bantamweight Bout,KO/TKO,1,1:09,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/72481ce1897251cd
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Roland Delorme vs. Josh Ferguson,Roland Delorme,Josh Ferguson,Roland Delorme,W,L,Bantamweight Bout,Submission,3,0:22,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/c302f24082239f82
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Steven Siler vs. Josh Clopton,Steven Siler,Josh Clopton,Steven Siler,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/21ebc940f3dfde82
The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",Bryan Caraway vs. Dustin Neace,Bryan Caraway,Dustin Neace,Bryan Caraway,W,L,Featherweight Bout,Submission,2,3:38,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/b28aad0fdc0b8cc0
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Jon Jones vs. Lyoto Machida,Jon Jones,Lyoto Machida,Jon Jones,W,L,UFC Light Heavyweight Title Bout,Submission,2,4:26,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/834968d130e1f0e9
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Frank Mir vs. Antonio Rodrigo Nogueira,Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,W,L,Heavyweight Bout,Submission,1,3:38,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/92d0c39f0df77c7e
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Tito Ortiz vs. Rogerio Nogueira,Tito Ortiz,Rogerio Nogueira,Rogerio Nogueira,L,W,Light Heavyweight Bout,KO/TKO,1,3:15,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/69d6d58d58cb81e3
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Claude Patrick vs. Brian Ebersole,Claude Patrick,Brian Ebersole,Brian Ebersole,L,W,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/dbe53d31f4c1ccf7
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Mark Hominick vs. Chan Sung Jung,Mark Hominick,Chan Sung Jung,Chan Sung Jung,L,W,Featherweight Bout,KO/TKO,1,0:07,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/8abe79e6d300b639
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Mitch Clarke vs. John Cholish,Mitch Clarke,John Cholish,John Cholish,L,W,Lightweight Bout,KO/TKO,2,4:36,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e094423979fc7c6a
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Jared Hamman vs. Constantinos Philippou,Jared Hamman,Constantinos Philippou,Constantinos Philippou,L,W,Middleweight Bout,KO/TKO,1,3:11,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/76d18b94f580be6e
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",John Makdessi vs. Dennis Hallman,John Makdessi,Dennis Hallman,Dennis Hallman,L,W,Lightweight Bout,Submission,1,2:58,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/fd0c847858bd346f
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Walel Watson vs. Yves Jabouin,Walel Watson,Yves Jabouin,Yves Jabouin,L,W,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/fef109b9f26585b3
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Mark Bocek vs. Nik Lentz,Mark Bocek,Nik Lentz,Mark Bocek,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/70995170c27c4143
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Rich Attonito vs. Jake Hecht,Rich Attonito,Jake Hecht,Jake Hecht,L,W,Welterweight Bout,KO/TKO,2,1:10,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/d6d812269487071e
UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",Krzysztof Soszynski vs. Igor Pokrajac,Krzysztof Soszynski,Igor Pokrajac,Igor Pokrajac,L,W,Light Heavyweight Bout,KO/TKO,1,0:35,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/e03ec6b24fca2386
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Jon Fitch vs. Johny Hendricks,Jon Fitch,Johny Hendricks,Johny Hendricks,L,W,Welterweight Bout,KO/TKO,1,0:12,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/b9508f47504ccc59
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Brock Lesnar vs. Alistair Overeem,Brock Lesnar,Alistair Overeem,Alistair Overeem,L,W,Heavyweight Bout,KO/TKO,1,2:26,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/5c3325b7da3f7828
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Nate Diaz vs. Donald Cerrone,Nate Diaz,Donald Cerrone,Nate Diaz,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/d940ffe543c4e38b
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Vladimir Matyushenko vs. Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,Alexander Gustafsson,L,W,Light Heavyweight Bout,KO/TKO,1,2:13,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/607722017a9d7e22
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Anthony Njokuani vs. Danny Castillo,Anthony Njokuani,Danny Castillo,Danny Castillo,L,W,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/68137e9ff22d426b
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Ross Pearson vs. Junior Assuncao,Ross Pearson,Junior Assuncao,Ross Pearson,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/434411f139e51760
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Manvel Gamburyan vs. Diego Nunes,Manvel Gamburyan,Diego Nunes,Diego Nunes,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/2f715933d0626544
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Dong Hyun Kim vs. Sean Pierson,Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/972034fcd94ca83b
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Jacob Volkmann vs. Efrain Escudero,Jacob Volkmann,Efrain Escudero,Jacob Volkmann,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/46bea6d63ffe17e4
UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Nam Phan vs. Jimy Hettes,Nam Phan,Jimy Hettes,Jimy Hettes,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/eeef3df8adb8acc7
UFC 142: Aldo vs Mendes,2012-01-14,"Rio de Janeiro, Brazil",Jose Aldo vs. Chad Mendes,Jose Aldo,Chad Mendes,Jose Aldo,W,L,UFC Featherweight Title Bout,KO/TKO,1,4:59,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9afcb091777f6a83
